id,firstname,lastname,birthyear,zipcode
875,John,Rodriguez,2000,15880
876,Emily,Smith,1983,10072
877,James,Jones,1992,12514
878,Sarah,Miller,1980,12266
879,David,Garcia,1998,11317
880,Jane,Jones,1992,15616
881,David,Smith,1992,18302
882,Michael,Miller,1971,11201
883,Jane,Miller,1985,10061
884,David,Davis,1978,18736
885,Jane,Rodriguez,1977,12700
886,James,Miller,1996,14185
887,Jane,Davis,1978,17143
888,Jane,Garcia,1973,10123
889,Emma,Williams,1981,17081
890,Michael,Davis,1978,13545
891,James,Garcia,1994,17858
892,Olivia,Brown,1992,17593
893,James,Jones,1997,15207
894,Emily,Williams,1989,17501
895,Emily,Jones,1998,15109
896,David,Smith,1993,16785
897,Emily,Smith,1995,14497
898,Emily,Smith,1972,14426
899,William,Miller,1970,12599
900,Jane,Brown,1989,13151
901,William,Jones,1998,12005
902,Michael,Davis,1977,11849
903,Emma,Jones,1988,13666
904,Emma,Williams,1995,14328
905,John,Jones,1990,17900
906,Sarah,Garcia,1975,18740
907,David,Brown,1983,13320
908,William,Martinez,1983,18613
909,Jane,Johnson,1990,19714
910,Jane,Davis,1983,15279
911,David,Rodriguez,1989,17733
912,John,Brown,1982,17290
913,Emma,Johnson,1975,12006
914,William,Johnson,1991,13495
915,James,Rodriguez,1977,13586
916,Emma,Jones,2000,13023
917,William,Smith,1994,19042
918,James,Garcia,1979,17305
919,Michael,Smith,1984,13831
920,William,Brown,1982,14892
921,David,Smith,1998,15441
922,John,Martinez,1978,17570
923,Sarah,Davis,1995,17852
924,James,Martinez,1975,10541
925,William,Williams,1999,13131
926,David,Williams,1997,10131
927,Michael,Williams,1998,13191
928,David,Rodriguez,1993,14652
929,John,Martinez,1996,19111
930,John,Martinez,1992,18260
931,Sarah,Smith,1984,10653
932,Olivia,Garcia,1994,10123
933,John,Brown,1986,14902
934,Olivia,Davis,1992,10097
935,James,Davis,1970,18594
936,William,Martinez,1989,14758
937,Sarah,Jones,1992,11729
938,Sarah,Brown,1997,19637
939,Emily,Brown,1970,16334
940,James,Williams,1982,14943
941,Jane,Brown,2000,14869
942,James,Johnson,1978,18925
943,Emily,Smith,1996,12522
944,Emma,Miller,1994,13558
945,James,Brown,1998,11480
946,Sarah,Brown,1999,13675
947,Olivia,Williams,1973,19535
948,Jane,Davis,1993,10014
949,David,Davis,1994,10574
950,Olivia,Martinez,1991,13472
951,Emily,Jones,1979,13273
952,David,Rodriguez,1976,13872
953,David,Smith,1995,14681
954,David,Smith,1996,13615
955,John,Davis,1980,16159
956,John,Davis,1993,15623
957,William,Smith,1979,15477
958,James,Jones,1973,17034
959,David,Williams,1986,16985
960,James,Davis,1995,16232
961,John,Rodriguez,1992,16987
962,Jane,Smith,1989,17684
963,Emma,Martinez,1998,16477
964,William,Brown,1971,10189
965,Michael,Garcia,1978,10063
966,William,Davis,1991,15830
967,David,Rodriguez,1971,10816
968,Michael,Jones,1993,15715
969,David,Johnson,1984,10842
970,Emma,Rodriguez,1991,14377
971,Sarah,Rodriguez,1970,15875
972,James,Jones,1999,19737
973,Jane,Martinez,2000,13386
974,Emily,Rodriguez,1978,18182
975,Emily,Miller,1976,11514
976,Olivia,Martinez,1997,18707
977,Jane,Smith,1989,19226
978,Sarah,Martinez,1972,15489
979,Sarah,Smith,1989,11004
980,Michael,Brown,1993,18569
981,David,Smith,1996,11403
982,William,Williams,1975,12848
983,Olivia,Rodriguez,1986,17315
984,John,Miller,1979,15015
985,Olivia,Martinez,1998,13439
986,Sarah,Smith,1986,11170
987,Emily,Williams,1983,18119
988,Jane,Johnson,2000,14962
989,Emma,Smith,1974,16758
990,William,Rodriguez,1999,17032
991,Sarah,Williams,1995,11799
992,William,Rodriguez,1979,14748
993,Michael,Williams,1993,10944
994,James,Jones,1982,15110
995,Jane,Smith,1992,16216
996,Michael,Williams,1998,18240
997,David,Johnson,1999,17962
998,Emma,Davis,1974,17231
999,Olivia,Johnson,1975,16048
1000,Sarah,Jones,1995,16325
1001,Michael,Rodriguez,1975,18813
1002,Jane,Davis,1991,14262
1003,William,Davis,1996,10017
1004,Sarah,Martinez,1997,18302
1005,Emily,Rodriguez,1995,11839
1006,Jane,Martinez,1973,10106
1007,Sarah,Martinez,1997,12008
1008,James,Miller,1985,10862
1009,James,Martinez,1976,13779
1010,Sarah,Garcia,1992,16447
1011,Sarah,Johnson,1979,16878
1012,David,Brown,1985,11022
1013,Olivia,Rodriguez,1995,12379
1014,Emily,Davis,1976,10158
1015,Emily,Davis,1985,11082
1016,David,Jones,1982,19478
1017,Jane,Williams,1986,12496
1018,Olivia,Garcia,1977,10038
1019,Sarah,Smith,1982,16177
1020,Olivia,Brown,1975,11384
1021,Emma,Martinez,1988,18049
1022,James,Rodriguez,1996,19976
1023,Michael,Miller,1980,17766
1024,James,Miller,1980,14863
1025,Jane,Rodriguez,1987,10340
1026,William,Garcia,1977,19200
1027,John,Martinez,2000,17089
1028,Michael,Jones,1976,18170
1029,David,Davis,1991,19722
1030,Sarah,Jones,1985,10465
1031,James,Martinez,1970,14224
1032,David,Davis,1970,19842
1033,Sarah,Williams,1999,14608
1034,John,Jones,1998,17450
1035,Emily,Garcia,1987,19272
1036,Emma,Martinez,1981,19587
1037,Michael,Martinez,1992,13886
1038,Sarah,Garcia,1972,13671
1039,John,Davis,1981,16555
1040,John,Martinez,1972,10042
1041,Michael,Martinez,1981,17426
1042,Michael,Martinez,1998,19018
1043,Michael,Davis,1989,18222
1044,Emma,Rodriguez,1990,15664
1045,James,Garcia,1995,10799
1046,Jane,Martinez,1991,11413
1047,John,Johnson,1989,12936
1048,Olivia,Jones,1980,19724
1049,Emma,Garcia,1987,11986
1050,Sarah,Jones,1975,11253
1051,James,Smith,1988,11493
1052,John,Miller,1988,13465
1053,Michael,Johnson,1989,16812
1054,Sarah,Rodriguez,1986,12501
1055,Olivia,Garcia,1989,17674
1056,David,Rodriguez,1976,18777
1057,David,Johnson,1974,17070
1058,Jane,Miller,1980,13013
1059,Emily,Davis,1984,15993
1060,Sarah,Jones,1987,10254
1061,James,Martinez,1978,14003
1062,David,Jones,1979,13027
1063,Michael,Martinez,1998,13875
1064,James,Jones,1981,12996
1065,Olivia,Jones,1983,11775
1066,Emily,Martinez,1989,18708
1067,William,Martinez,1999,15498
1068,Michael,Davis,1991,12773
1069,Olivia,Garcia,1997,18087
1070,James,Johnson,1996,17535
1071,John,Johnson,1999,13615
1072,Sarah,Martinez,1988,17487
1073,John,Jones,1971,17941
1074,Emma,Brown,2000,13332
1075,Jane,Rodriguez,1981,10671
1076,William,Smith,1993,10438
1077,Jane,Brown,1986,12213
1078,William,Davis,1996,19669
1079,James,Smith,1977,16547
1080,John,Davis,1974,17341
1081,James,Miller,1974,19569
1082,Emma,Smith,1973,19113
1083,John,Johnson,1977,15428
1084,John,Martinez,1989,19245
1085,James,Davis,1991,16354
1086,Michael,Brown,1982,19973
1087,Sarah,Miller,1976,19053
1088,James,Smith,1974,19205
1089,Olivia,Garcia,1988,15891
1090,James,Johnson,2000,10951
1091,David,Garcia,1985,10123
1092,Emily,Jones,1976,17387
1093,William,Davis,1982,14080
1094,Jane,Johnson,1984,13344
1095,Sarah,Garcia,1999,15512
1096,John,Williams,1981,19970
1097,James,Rodriguez,1980,15050
1098,David,Garcia,1986,18493
1099,Michael,Brown,1993,15924
1100,Michael,Martinez,1985,15358
1101,Michael,Williams,1974,10786
1102,Emma,Miller,1994,11723
1103,Sarah,Martinez,1997,16797
1104,David,Johnson,1983,19137
1105,David,Williams,1988,14931
1106,John,Johnson,1991,16363
1107,William,Brown,1975,12684
1108,David,Brown,1989,12453
1109,Emma,Davis,1981,12673
1110,James,Smith,1994,10196
1111,David,Jones,1995,11506
1112,Emma,Johnson,1978,11468
1113,Jane,Davis,1994,12109
1114,Michael,Davis,1992,15439
1115,Olivia,Garcia,1981,17248
1116,Emily,Davis,1999,16856
1117,Jane,Miller,1982,14812
1118,Michael,Miller,1973,18277
1119,William,Jones,1993,15227
1120,David,Garcia,1984,11010
1121,Michael,Miller,1973,14164
1122,James,Garcia,1989,16527
1123,James,Smith,1971,19188
1124,Emily,Miller,1976,13559
1125,Emily,Miller,1996,15897
1126,Emma,Rodriguez,1970,13021
1127,Olivia,Rodriguez,1997,10174
1128,Olivia,Davis,2000,16541
1129,Olivia,Jones,1970,18333
1130,Olivia,Smith,1993,17161
1131,Emily,Brown,1999,16838
1132,Olivia,Smith,1970,12377
1133,John,Williams,2000,19316
1134,James,Martinez,1978,13233
1135,Emma,Brown,1974,17924
1136,James,Martinez,1979,17666
1137,Olivia,Smith,2000,13929
1138,William,Garcia,1973,19406
1139,Emma,Davis,1971,12576
1140,Michael,Jones,2000,19066
1141,Sarah,Brown,1972,13860
1142,David,Miller,1971,15178
1143,Michael,Martinez,1972,11033
1144,Emma,Williams,2000,16369
1145,Sarah,Garcia,1975,18330
1146,Emily,Smith,1981,15246
1147,Jane,Smith,1987,11602
1148,Sarah,Jones,1970,14177
1149,Jane,Martinez,1992,17390
1150,David,Garcia,1982,19854
1151,William,Rodriguez,1970,10653
1152,Michael,Davis,1987,11866
1153,Michael,Williams,1988,13618
1154,David,Davis,2000,14638
1155,David,Johnson,1978,19441
1156,Olivia,Williams,1987,13329
1157,David,Jones,1997,16364
1158,William,Jones,1989,14975
1159,Sarah,Davis,1986,14976
1160,William,Rodriguez,1974,16377
1161,William,Jones,1990,17801
1162,Olivia,Jones,1983,16407
1163,Sarah,Brown,1973,14252
1164,Michael,Williams,1997,13085
1165,David,Johnson,1988,16185
1166,Sarah,Williams,1976,12691
1167,Emily,Williams,1979,11899
1168,David,Brown,1974,13508
1169,Emma,Miller,1993,15579
1170,Jane,Jones,1988,10943
1171,Jane,Williams,1979,10606
1172,Emma,Brown,1999,17764
1173,James,Miller,1979,18378
1174,James,Rodriguez,1994,17362
1175,John,Miller,1991,14662
1176,Olivia,Martinez,1993,11853
1177,Michael,Williams,1985,17902
1178,Sarah,Williams,1987,13820
1179,James,Smith,1980,12080
1180,Emma,Martinez,1971,18446
1181,Emma,Rodriguez,1993,10321
1182,Olivia,Davis,1977,14110
1183,Jane,Jones,1972,14731
1184,Olivia,Jones,1970,18894
1185,William,Brown,1987,18358
1186,Sarah,Smith,1997,16907
1187,James,Brown,2000,12115
1188,James,Martinez,1974,15378
1189,David,Rodriguez,1975,17178
1190,John,Jones,1978,18769
1191,Jane,Garcia,1997,13115
1192,David,Davis,1997,11929
1193,Jane,Rodriguez,1981,15899
1194,Emily,Jones,1998,19307
1195,Emma,Miller,1981,15300
1196,Emily,Davis,1994,12724
1197,David,Smith,1999,14669
1198,James,Garcia,1995,17563
1199,Olivia,Johnson,1982,14899
1200,William,Jones,1976,11602
1201,Sarah,Jones,1981,17180
1202,Emma,Rodriguez,1995,17303
1203,David,Johnson,1998,10168
1204,James,Brown,1974,16604
1205,James,Garcia,1986,18414
1206,Emily,Rodriguez,1989,15558
1207,David,Davis,1988,13386
1208,Sarah,Davis,1982,10371
1209,William,Brown,1996,11887
1210,David,Johnson,1988,14015
1211,John,Brown,1985,14721
1212,John,Johnson,1977,18275
1213,Olivia,Miller,1990,18343
1214,John,Rodriguez,1978,19260
1215,John,Jones,1992,13713
1216,Jane,Williams,1970,12942
1217,David,Williams,1986,18973
1218,Emma,Rodriguez,1984,14255
1219,John,Miller,1999,12948
1220,Jane,Miller,1972,15849
1221,Michael,Martinez,1986,14959
1222,Olivia,Miller,1983,17936
1223,Olivia,Jones,1984,11733
1224,Emma,Jones,1992,12335
1225,Michael,Miller,1985,11472
1226,James,Miller,1989,14830
1227,Emily,Martinez,1994,14501
1228,David,Smith,1970,12362
1229,David,Rodriguez,1995,15329
1230,David,Davis,1976,13193
1231,Sarah,Miller,1999,10230
1232,Sarah,Williams,1971,10025
1233,Michael,Jones,1980,18023
1234,David,Williams,1980,18649
1235,John,Jones,1983,19547
1236,Olivia,Martinez,1984,10955
1237,John,Jones,1987,11181
1238,Emily,Rodriguez,1987,11464
1239,William,Williams,1975,16987
1240,Emma,Miller,1973,13211
1241,Emma,Williams,1976,19203
1242,Emma,Johnson,1987,17444
1243,Olivia,Brown,1970,18163
1244,Michael,Smith,1983,18921
1245,Jane,Martinez,1970,11959
1246,Sarah,Rodriguez,1976,16985
1247,Emily,Rodriguez,1975,17155
1248,John,Smith,1994,16557
1249,John,Miller,1993,14806
1250,John,Jones,1992,16924
1251,Emma,Davis,1976,19468
1252,Jane,Johnson,1981,13901
1253,Emily,Garcia,1978,19142
1254,Emily,Smith,1987,17431
1255,William,Brown,1980,10553
1256,John,Brown,1973,13361
1257,James,Smith,1978,18356
1258,John,Rodriguez,1999,10022
1259,James,Garcia,1974,12868
1260,Olivia,Johnson,1977,17618
1261,John,Johnson,1999,19542
1262,Emily,Johnson,1978,18718
1263,Emma,Brown,1980,17250
1264,Jane,Jones,1980,11249
1265,Olivia,Davis,1986,14536
1266,Sarah,Rodriguez,1982,19789
1267,William,Smith,1976,13086
1268,John,Williams,1973,14591
1269,Emily,Davis,1992,13404
1270,William,Smith,1997,12546
1271,Olivia,Brown,1994,18087
1272,Olivia,Garcia,1995,17037
1273,John,Martinez,1988,10709
1274,Sarah,Davis,1985,14832
1275,William,Brown,1998,19071
1276,James,Davis,1987,17024
1277,Emma,Williams,1979,14874
1278,Jane,Williams,1996,11501
1279,Emily,Smith,1988,11526
1280,Jane,Miller,1982,19347
1281,Olivia,Johnson,1991,14598
1282,Jane,Garcia,1977,18724
1283,William,Garcia,1993,10715
1284,Olivia,Davis,1995,19011
1285,Jane,Williams,1994,11262
1286,Michael,Smith,1994,18229
1287,William,Williams,1991,14394
1288,Emily,Johnson,1973,11913
1289,William,Martinez,1980,17351
1290,Michael,Martinez,1987,15092
1291,Jane,Martinez,1970,18031
1292,David,Smith,1977,10499
1293,William,Miller,1977,16907
1294,Jane,Martinez,1971,13788
1295,Emily,Williams,1974,10736
1296,Emma,Williams,1990,14740
1297,Emily,Williams,1998,16004
1298,Sarah,Brown,1987,18946
1299,Emma,Brown,1989,12496
1300,Jane,Smith,1978,11246
1301,Emma,Miller,1978,17735
1302,John,Miller,1995,15975
1303,Emily,Williams,1988,13749
1304,Sarah,Williams,1970,13885
1305,Jane,Garcia,1978,10613
1306,Emma,Davis,1998,10963
1307,Olivia,Jones,1998,10708
1308,Jane,Smith,1993,11417
1309,David,Smith,1970,18342
1310,Olivia,Brown,1988,17630
1311,Olivia,Garcia,1979,11636
1312,William,Davis,1996,16700
1313,Emma,Jones,1975,11603
1314,Michael,Smith,1989,10695
1315,Emily,Martinez,1997,17249
1316,Emily,Brown,1974,10433
1317,Jane,Miller,1983,16692
1318,Olivia,Davis,1995,12536
1319,Sarah,Jones,1993,10682
1320,John,Smith,1996,11276
1321,William,Martinez,1970,15759
1322,Emily,Martinez,1984,13737
1323,Emma,Smith,1983,18328
1324,Emily,Jones,1972,14143
1325,William,Garcia,1977,18612
1326,John,Miller,1995,16894
1327,Michael,Williams,1978,19491
1328,Jane,Brown,1998,10353
1329,David,Garcia,1999,18656
1330,David,Smith,1986,12633
1331,Michael,Miller,1991,10505
1332,James,Williams,1974,17575
1333,David,Brown,1970,19380
1334,Olivia,Jones,1989,16546
1335,Sarah,Garcia,1988,15012
1336,Michael,Garcia,1974,15471
1337,Jane,Miller,1999,16335
1338,William,Jones,1988,16303
1339,Olivia,Davis,1972,19563
1340,Michael,Jones,1982,14889
1341,James,Williams,1999,14102
1342,David,Williams,1973,15029
1343,John,Jones,1992,17056
1344,Jane,Jones,1996,13678
1345,David,Miller,1982,17468
1346,David,Garcia,1978,18239
1347,David,Smith,1978,13695
1348,Jane,Williams,1982,17085
1349,Jane,Jones,1981,16371
1350,Olivia,Miller,1989,15551
1351,David,Williams,1997,13663
1352,Olivia,Davis,1974,10957
1353,William,Rodriguez,1979,19714
1354,Jane,Miller,1992,11258
1355,William,Garcia,1991,11651
1356,Emma,Martinez,1988,11387
1357,Michael,Martinez,1995,12022
1358,David,Miller,1970,16429
1359,Olivia,Jones,1986,18053
1360,Michael,Johnson,1989,10055
1361,Olivia,Garcia,1971,19445
1362,James,Jones,1972,19535
1363,David,Davis,1973,19811
1364,Emma,Jones,1974,17560
1365,Emily,Williams,1985,18029
1366,John,Williams,1973,18222
1367,Emily,Johnson,1983,11531
1368,William,Williams,1996,12805
1369,Emma,Johnson,1971,17639
1370,Jane,Martinez,1971,18302
1371,Emily,Miller,1984,13159
1372,David,Davis,1972,12467
1373,William,Garcia,1988,19844
1374,John,Miller,1976,18013
1375,Olivia,Davis,1987,16429
1376,Michael,Johnson,1988,13193
1377,William,Johnson,2000,11866
1378,Emily,Davis,1982,10239
1379,Emma,Davis,1996,19879
1380,Olivia,Jones,1986,16525
1381,Olivia,Jones,1995,18373
1382,William,Garcia,1981,16372
1383,John,Jones,1997,18986
1384,James,Rodriguez,1994,11378
1385,Jane,Jones,1970,11357
1386,Olivia,Martinez,1999,17950
1387,Emily,Davis,1989,10483
1388,William,Brown,1987,14962
1389,David,Davis,1973,16114
1390,Sarah,Smith,1978,17746
1391,Jane,Johnson,1977,17238
1392,James,Brown,1991,11393
1393,Sarah,Rodriguez,1995,13944
1394,William,Miller,1986,13370
1395,Michael,Davis,1973,19622
1396,David,Smith,1993,15262
1397,William,Davis,1975,13982
1398,James,Johnson,1978,12735
1399,Jane,Miller,1981,12438
1400,Emma,Smith,1970,16109
1401,David,Smith,2000,16523
1402,Olivia,Williams,1990,17825
1403,Olivia,Jones,1975,19960
1404,Michael,Martinez,1998,16797
1405,John,Davis,1991,10318
1406,John,Brown,1972,12422
1407,Emily,Williams,1985,13168
1408,David,Jones,1986,14351
1409,Olivia,Davis,1991,16533
1410,David,Martinez,1970,12722
1411,Michael,Johnson,1991,11157
1412,Jane,Davis,1997,16150
1413,James,Martinez,1999,10288
1414,Michael,Rodriguez,1983,12974
1415,William,Martinez,1993,15526
1416,David,Garcia,1988,14531
1417,Olivia,Rodriguez,1999,18480
1418,David,Garcia,1996,19069
1419,William,Smith,1999,14609
1420,Olivia,Rodriguez,1979,11077
1421,Emma,Rodriguez,1970,19334
1422,John,Jones,1976,15713
1423,Emma,Miller,1997,13001
1424,Michael,Smith,1986,11599
1425,William,Smith,1970,12397
1426,Michael,Johnson,1984,19273
1427,Jane,Martinez,1973,17864
1428,Michael,Garcia,1997,16921
1429,William,Garcia,1998,13566
1430,Jane,Smith,1971,10524
1431,Olivia,Miller,1986,11113
1432,James,Williams,1972,15525
1433,Olivia,Rodriguez,1972,18202
1434,John,Martinez,1979,18643
1435,Jane,Rodriguez,1978,12268
1436,Sarah,Miller,1998,16306
1437,David,Martinez,1999,15545
1438,William,Brown,1972,14452
1439,Emily,Johnson,1980,11966
1440,James,Davis,1986,17472
1441,Emma,Brown,1982,14056
1442,Michael,Rodriguez,1996,18064
1443,John,Smith,1975,13833
1444,Jane,Davis,1977,12823
1445,David,Jones,1986,13533
1446,John,Garcia,1981,18273
1447,William,Jones,1979,16990
1448,James,Garcia,1998,17022
1449,James,Rodriguez,1992,15499
1450,Emma,Miller,1991,17811
1451,John,Miller,1981,12832
1452,Jane,Johnson,1993,15196
1453,Sarah,Smith,1985,12252
1454,Sarah,Miller,1990,12517
1455,Michael,Johnson,1996,10153
1456,Jane,Johnson,1970,10565
1457,David,Davis,1974,15554
1458,William,Jones,1972,19454
1459,Olivia,Jones,1993,16389
1460,Emma,Garcia,1996,19845
1461,Jane,Garcia,1995,13525
1462,William,Smith,1981,17788
1463,Emily,Brown,1998,16554
1464,William,Rodriguez,1999,18125
1465,John,Brown,1988,15888
1466,Emma,Rodriguez,1970,17671
1467,William,Smith,1983,19210
1468,William,Garcia,1996,14212
1469,John,Williams,1984,16914
1470,Emily,Smith,1986,16966
1471,Sarah,Rodriguez,1973,18428
1472,Michael,Jones,1991,19416
1473,James,Rodriguez,1975,13322
1474,John,Brown,1990,18717
1475,Emily,Smith,1992,18654
1476,James,Williams,1970,19433
1477,William,Garcia,1972,10329
1478,Emma,Johnson,1992,18554
1479,James,Davis,1995,10354
1480,David,Garcia,1981,11080
1481,Emily,Brown,1973,13287
1482,William,Davis,1977,11376
1483,Sarah,Garcia,1991,14943
1484,Emily,Garcia,1990,13447
1485,Jane,Rodriguez,1990,16879
1486,James,Garcia,1989,10003
1487,Emily,Smith,1974,15452
1488,William,Smith,1970,11312
1489,Michael,Martinez,1977,10730
1490,David,Davis,1975,10841
1491,Emma,Williams,1999,13000
1492,Emily,Brown,1979,12562
1493,Sarah,Rodriguez,1988,17003
1494,David,Garcia,1987,19514
1495,John,Miller,1973,17643
1496,James,Williams,1981,11657
1497,John,Martinez,1975,16900
1498,Michael,Miller,1977,10113
1499,Jane,Miller,1994,13236
1500,Sarah,Johnson,1983,18055
1501,Sarah,Jones,1976,11724
1502,Sarah,Williams,1991,15183
1503,Emily,Miller,1995,18978
1504,Sarah,Davis,1988,18142
1505,David,Smith,1997,19203
1506,Michael,Smith,1980,15310
1507,Olivia,Brown,1985,19436
1508,Michael,Jones,1992,15386
1509,Sarah,Davis,1978,14391
1510,Jane,Brown,1986,18657
1511,James,Martinez,1997,19398
1512,Sarah,Davis,1990,16122
1513,James,Garcia,1982,12655
1514,Jane,Martinez,1999,13744
1515,Emily,Miller,1985,11172
1516,John,Garcia,1971,13843
1517,David,Davis,1970,15176
1518,David,Davis,1970,19288
1519,James,Miller,1983,19253
1520,Michael,Jones,1974,18324
1521,David,Johnson,1972,14478
1522,Michael,Garcia,1977,16544
1523,Jane,Martinez,1989,11476
1524,Emma,Jones,1998,18209
1525,Michael,Johnson,1990,11056
1526,Emily,Miller,1990,14245
1527,John,Jones,1981,10519
1528,David,Garcia,1978,14218
1529,Sarah,Davis,1980,14790
1530,Emma,Garcia,1998,18106
1531,John,Smith,1986,16973
1532,Michael,Rodriguez,1977,11665
1533,William,Garcia,1988,11008
1534,James,Garcia,1996,13630
1535,Emma,Miller,1996,19488
1536,Sarah,Williams,1999,18696
1537,William,Rodriguez,1982,13686
1538,Emma,Martinez,1992,13105
1539,Emma,Garcia,1975,17876
1540,Michael,Garcia,1990,18864
1541,Jane,Miller,1973,13139
1542,William,Williams,1992,16473
1543,John,Rodriguez,1984,11652
1544,Sarah,Williams,1994,16434
1545,Michael,Martinez,1981,15097
1546,William,Martinez,1990,13166
1547,Jane,Rodriguez,1992,11717
1548,Sarah,Smith,2000,11692
1549,Michael,Miller,1984,12360
1550,Sarah,Martinez,1973,12226
1551,William,Jones,1974,19238
1552,David,Martinez,1981,14239
1553,Jane,Jones,1993,11773
1554,James,Miller,1993,16497
1555,Emma,Garcia,1985,19051
1556,Emma,Brown,1996,18342
1557,John,Brown,1990,12997
1558,Jane,Williams,1978,17404
1559,Emma,Johnson,1971,16080
1560,David,Rodriguez,1992,15102
1561,Sarah,Davis,1983,17154
1562,Michael,Williams,1973,13702
